TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
4886,"Meeting with YYY ZZZ to Discuss SCM Eventing at 1630",6,58,42,42,"COMPLETED","PC2","PBC21","Development","Training",1.25,3.75,26,1.25,-2.5,NA
4886,"Meeting with YYY ZZZ to Discuss SCM Eventing at 1630",6,58,42,42,"COMPLETED","PC2","PBC21","Development","Training",1.25,3.75,42,1.25,-2.5,0
4887,"Install new Laptop with Binder Mgt software.",5,58,42,58,"COMPLETED","PC18","PBC64","Development","Training",1,5,42,5,-4,-4
4888,"Diary Events Recipient Functionality Data Level Processing",1,58,65,58,"FINISHED","PC9","PBC24","Development","Enhancement",10,21.5,65,18.5,-11.5,-8.5
4888,"Diary Events Recipient Functionality Data Level Processing",1,58,65,58,"FINISHED","PC9","PBC24","Development","Enhancement",10,21.5,58,3,-11.5,NA
4889,"User Support: Issue With SCMs With Splits And Multiple Month Movements ",1,29,13,NA,"COMPLETED","PC2","PBC21","Operational","Client Support",0.5,0.5,13,0.5,0,0
4890,"Update triangle scripts to build historic months from a newly built month",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1,1,26,1,0,0
4891,"Complete and check triangle build procedures",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1.5,1.5,26,1.5,0,0
4892,"Synd XXXX Quota Share errors",1,7,26,NA,"COMPLETED","PC2","PBC75","Operational","Client Support",1,1.33,13,0.33,-0.33,NA
4892,"Synd XXXX Quota Share errors",1,7,26,NA,"COMPLETED","PC2","PBC75","Operational","Client Support",1,1.33,26,1,-0.33,0
4893,"Install Visual SourceSafe 2005 on live server.",1,58,43,58,"FINISHED","PC18","PBC20","Operational","In House Support",1.5,1.25,43,1.25,0.25,0.25
4894,"Document new Distribution List functionality",5,58,43,58,"FINISHED","PC18","PBC20","Operational","In House Support",5,3,43,3,2,2
4895,"Upgrading SCMS to version 2 of .NET - Getting Databases and Source Code ready",5,58,42,42,"COMPLETED","PC2","PBC21","Development","Enhancement",21,15,42,15,6,6
4896,"Progress update meeting with YYY ZZZ",2,58,24,NA,"FINISHED","PC2","PBC21","Management","Progress Meeting",2,2,58,1,0,NA
4896,"Progress update meeting with YYY ZZZ",2,58,24,NA,"FINISHED","PC2","PBC21","Management","Progress Meeting",2,2,24,1,0,1
4897,"Documentation in KB of New Diary Eventing",5,65,65,58,"FINISHED","PC9","PBC24","Development","Enhancement",10,1,65,1,9,9
4898,"Diary Events Action History Functionality Data Level Processing",5,65,65,58,"FINISHED","PC2","PBC32","Development","Enhancement",21,12,58,3.5,9,NA
4898,"Diary Events Action History Functionality Data Level Processing",5,65,65,58,"FINISHED","PC2","PBC32","Development","Enhancement",21,12,65,8.5,9,12.5
4899,"Error in report Claims_That_Need_Event_Splitting_2",1,24,24,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1,1,24,1,0,0
4901,"Binder Management Workshop with CR,PM, AB and SC",6,58,42,42,"FINISHED","PC2","PBC32","Development","Training",1.25,1.25,42,1.25,0,0
4902,"Cross Market Services IT Meeting ",5,46,42,42,"FINISHED","PC2","PBC32","Management","Progress Meeting",1.25,1.25,42,1.25,0,0
4903,"Move Up XXXX Dev Warehouse To Production Test Environment - Test Build",1,13,13,NA,"COMPLETED","PC2","PBC10","Development","Release",7,5.5,13,5.5,1.5,1.5
4904,"Add auditing into new Diary Event database",5,65,65,58,"FINISHED","PC9","PBC24","Development","Enhancement",4,4,65,4,0,0
4905,"CCC - Initial site visit and network audit",1,30,43,NA,"FINISHED","PC19","PBC34","Operational","Consultancy",5,2.75,43,2.75,2.25,2.25
4906,"CCC - Documenting findings of audit",1,30,43,NA,"FINISHED","PC19","PBC34","Operational","Consultancy",5,5.75,43,5.75,-0.75,-0.75
4907,"UGD - Enable access to Talisma server in India",1,43,43,NA,"FINISHED","PC19","PBC46","Operational","Consultancy",3,3,43,3,0,0
4908,"Reinstate olf USM Super Search for YYY ZZZ",1,19,26,NA,"COMPLETED","PC2","PBC53","Development","Enhancement",1,1,26,1,0,0
4909,"CCC Binder Management Review",1,58,58,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",1.5,1.5,58,1.5,0,0
4910,"CCC Thursday Binder Management Meeting",1,19,58,NA,"FINISHED","PC2","PBC32","Management","Management Meeting",1,1,58,1,0,0
4911,"CCC Binder Management Meeting (High Level)",1,32,58,NA,"FINISHED","PC2","PBC32","Management","Management Meeting",1.5,1.5,58,1.5,0,0
4912,"SiP Marketing Meeting Re Marketing Folder and Cards",1,48,58,48,"FINISHED","PC18","PBC33","Management","Marketing",0.5,0.5,58,0.5,0,0
4913,"Check differences in XXXX USM Super Search",1,26,26,NA,"COMPLETED","PC2","PBC53","Development","Testing",7,6.5,26,6.5,0.5,0.5
4914,"Investigate CRESTA Code mapping database and components",1,58,43,58,"FINISHED","PC18","PBC20","Operational","In House Support",3,1.75,43,1.75,1.25,1.25
4915,"Test script and new procedures for diary eventing",5,65,65,58,"FINISHED","PC2","PBC32","Development","Enhancement",10,13.5,65,13,-3.5,-3
4915,"Test script and new procedures for diary eventing",5,65,65,58,"FINISHED","PC2","PBC32","Development","Enhancement",10,13.5,58,0.5,-3.5,NA
4916,"Final v1.10 XXXX Test Rel With Synced Data/Messages Running Parallel To Live",1,13,13,NA,"COMPLETED","PC2","PBC75","Development","Release",7,22.5,13,22.5,-15.5,-15.5
4917,"XXXX Test System UW Ref Correction Table Incorrect Entry Check",1,13,13,NA,"COMPLETED","PC2","PBC10","Development","Release",1.5,1.5,13,1.5,0,0
4918,"Grid Functionality Needs Improving To Allow User To Expand Size.",1,1,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,0.5,58,0.5,0.5,0.5
4919,"Improve the Front End To Allow New TextBoxes, Combos and CheckBoxes to be Added via META data.",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,6.25,58,6.25,0.75,0.75
4920,"Grid Needs To Ensure Columns Display Correctly In Low Resultion Screens",1,16,58,NA,"FINISHED","PC2","PBC32","Development","Bug",3,1,58,1,2,2
4921,"Take offsite backup of SiP servers",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",0.75,0.75,43,0.75,0,0
4922,"Daily Server Checks - Week 08",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",1,0.5,43,0.5,0.5,0.5
4923,"Prepare systems for absence",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",4,3.5,43,3.5,0.5,0.5
4924,"Super Search Return Fields - Error When You Select Amount Return Fields",1,13,13,NA,"FINISHED","PC2","PBC21","Development","Bug",1,0.5,13,0.5,0.5,0.5
4925,"SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,3.5,24,1,1.5,NA
4925,"SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,3.5,26,2,1.5,3
4925,"SCM Event Taking Into Account Reseve Fix Causing Error On TTY Figures",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,3.5,13,0.5,1.5,NA
4926,"Test Warehouse: Figures Books slightly out",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,5,26,5,2,2
4927,"Move Section Limit Risk Calculation Fields To Section To Stop Data Duplication",1,46,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,14,42,7,-7,NA
4927,"Move Section Limit Risk Calculation Fields To Section To Stop Data Duplication",1,46,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,14,58,7,-7,0
4928,"Provide Functionality To Show Referenced Names As ToolTips Inside The Grid",1,16,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",4,3.25,58,3.25,0.75,0.75
4929,"Triangulation: minor front end bugs",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,26,1,0,0
4930,"Bug in Flow Layout Panel - Combo, Check and Lookup not Displaying",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Bug",3,3.5,58,3.5,-0.5,-0.5
4931,"Change Exchange Permissions to permit per-mailbox backups.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",0.5,0.5,43,0.5,0,0
4932,"XXXX Sign off document review work",8,24,24,NA,"COMPLETED","PC2","PBC73","Management","General Documentation",14,3,24,3,11,11
4933,"Improve Declaration Saving Speed",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,16.5,58,9.5,-9.5,-2.5
4933,"Improve Declaration Saving Speed",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,16.5,42,7,-9.5,NA
4934,"USM Validation correcting UWRefs that are already corrected",1,26,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,5,13,5,2,2
4935,"Search Control throws an exception when filling in BETWEEN values",2,26,26,NA,"RELEASED","PC2","PBC21","Development","Bug",1,1,26,0.5,0,0.5
4935,"Search Control throws an exception when filling in BETWEEN values",2,26,26,NA,"RELEASED","PC2","PBC21","Development","Bug",1,1,13,0.5,0,NA
4936,"XXXX USM Narrative missing -- test other syndicates too",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,1.5,26,1.5,5.5,5.5
4937,"Stats Control: Switching Key Types doesn't clear Key",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,0.5,26,0.5,0.5,0.5
4938,"Inherit Super Search from Stats from to make it drillable",4,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",2,2,26,2,0,0
4939,"Triangles: Currencies not ordered correctly",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
4940,"Triangles: Conversion orig --> sett failing in some cases",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,1.5,26,1.5,0.5,0.5
4941,"Warehouse REF_CurrencyExchangeRateHistory should probably be frozen for historic months",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",0.5,0.5,26,0.5,0,0
4942,"Add Missing Binder Management Fields Plus Field Access",1,46,42,42,"FINISHED","PC2","PBC32","Development","Enhancement",7,17.5,58,5.5,-10.5,NA
4942,"Add Missing Binder Management Fields Plus Field Access",1,46,42,42,"FINISHED","PC2","PBC32","Development","Enhancement",7,17.5,42,12,-10.5,-5
4943,"Add New Document Types for BMS Requested by YYY ZZZ",1,15,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",2,2,42,2,0,0
4944,"Investigate Issue of Lloyds Insurers Market Repository on SCMS",1,32,58,NA,"FINISHED","PC2","PBC21","Operational","Client Support",0.5,0.5,58,0.5,0,0
4945,"Triangle throws an exception when 'With Totals' set to true",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
4946,"Triangle throws exception when no data for parameters",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
4947,"XXXX Live Database Corrupt USM Transaction Narrative Page File Fix",1,26,13,NA,"FINISHED","PC2","PBC75","Operational","Client Support",0.25,0.25,13,0.25,0,0
4948,"Merging diary event schema into binder management database",5,65,65,NA,"FINISHED","PC2","PBC21","Development","Enhancement",1,2.5,65,2.5,-1.5,-1.5
4949,"Creating new diary event business object",5,65,65,NA,"FINISHED","PC2","PBC32","Development","Enhancement",40,316.68,58,26.43,-276.68,NA
4949,"Creating new diary event business object",5,65,65,NA,"FINISHED","PC2","PBC32","Development","Enhancement",40,316.68,65,290.25,-276.68,-250.25
4950,"Check new triangle procedure, esp. handling of exchange rates",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Testing",10,13.5,26,13.5,-3.5,-3.5
4951,"Stats Code Lookup Not Working",1,1,58,NA,"FINISHED","PC2","PBC32","Development","Bug",1,0.25,58,0.25,0.75,0.75
4952,"Proportional Fac not making it into the SCM Search figures",1,7,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
4953,"Cross Market Services IT Progress Meeting",5,46,42,42,"FINISHED","PC2","PBC32","Management","Progress Meeting",1,1.25,42,1.25,-0.25,-0.25
4954,"If you run a XXXX triangle followed by a SiP triangle the CCY column is hidden",3,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,26,0.5,0,0
4956,"Oracle client tools installation and setup on CCC Live machine (YYY ZZZ)",1,24,24,NA,"COMPLETED","PC17","PBC73","Operational","In House Support",5,4,24,4,1,1
4957,"Show Section No On SCM Linked RI Amounts Grid ",2,12,13,NA,"RELEASED","PC2","PBC21","Development","Enhancement",1,1,13,1,0,0
4958,"Discussing with YYY ZZZ about current progress of Binder Mgt",3,1,42,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",2,2,42,2,0,0
4959,"Validation Rule for at least 1 main indicator in Risk not firing.",4,42,58,NA,"FINISHED","PC2","PBC32","Development","Bug",3.5,3.15,58,2.15,0.35,1.35
4959,"Validation Rule for at least 1 main indicator in Risk not firing.",4,42,58,NA,"FINISHED","PC2","PBC32","Development","Bug",3.5,3.15,42,1,0.35,NA
4960,"Separate XXXX XL Layers each into its own policy",2,29,26,NA,"COMPLETED","PC2","PBC42","Development","Enhancement",1,1,26,1,0,0
4961,"Add New Client Logo to BMS",4,1,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.25,0.25,42,0.25,0,0
4962,"Finalise USM Validation",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",4,7.5,26,7.5,-3.5,-3.5
4963,"RI Outstandings To Take Into Account Reserves. ",2,24,13,NA,"RELEASED","PC2","PBC21","Development","Enhancement",0.5,0.5,13,0.5,0,0
4964,"Entering a new Risk Business Type",3,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",6,13,42,13,-7,-7
4965,"Deploy And Test Reports To XXXX Test v1.10 ",1,13,13,NA,"FINISHED","PC2","PBC75","Development","Release",0.5,0.5,13,0.5,0,0
4966,"v1.10 Release Notes Report/User Level Release Notes Report",1,13,13,NA,"FINISHED","PC2","PBC21","Development","Release",0.5,2.25,13,2.25,-1.75,-1.75
4967,"Move Up XXXX Dev Warehouse To Production Test Environment - Test Build",1,13,13,NA,"COMPLETED","PC2","PBC75","Development","Release",7,10.5,13,10.5,-3.5,-3.5
4968,"XXXX Test System Message Load And Validation Jobs Setup",1,13,13,NA,"FINISHED","PC2","PBC75","Development","Release",1.5,1.5,13,1.5,0,0
4969,"XXXX Test Database/User Setup For Tomorrow's User Training Machines",1,13,13,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",0.75,0.75,13,0.75,0,0
4970,"Validation errors not working when new grid loses focus",5,65,65,58,"FINISHED","PC9","PBC7","Development","Bug",2.5,0.75,65,0.75,1.75,1.75
4971,"XXXX RI Demo/Training session ",1,24,26,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",10,10,24,4.5,0,NA
4971,"XXXX RI Demo/Training session ",1,24,26,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",10,10,26,5.5,0,4.5
4973,"Check XXXX-specific warehouse items on XXXX data",1,26,26,NA,"COMPLETED","PC2","PBC53","Development","Testing",8,35,26,35,-27,-27
4976,"Remove Risk/section/limit ID fields from results pane section info",3,1,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.5,58,0.5,0,0
4977,"Provide Users With More Formatting Control On The New Grid",3,1,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,7.25,58,7.25,-6.25,-6.25
4978,"Question: auto generated risk refs - will sys generate duplicate refs once RiskID has exceeded 99999 ?",4,1,42,NA,"FINISHED","PC2","PBC32","Development","Testing",3.5,3.5,42,3.5,0,0
4979,"SQL Server 2005 Permissions Problems",1,1,58,NA,"FINISHED","PC2","PBC32","Development","Testing",1,0.5,42,0.5,0.5,NA
4980,"USM Loader Failing To Load The Odd Message On v1.10 Test Systems",1,13,13,NA,"FINISHED","PC2","PBC21","Development","Bug",2,1.5,13,1.5,0.5,0.5
4981,"XXXX SCMS v1.8 Conversion To Latest Release",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Release",21,23.35,13,23.35,-2.35,-2.35
4982,"Task System Release Report Bug",1,13,58,58,"FINISHED","PC11","PBC3","Development","Bug",0.25,0.25,58,0.25,0,0
4983,"Install NUnit for C# 2005 and Test",1,58,58,58,"FINISHED","PC9","PBC11","Development","Testing",2,7,58,3.5,-5,-1.5
4983,"Install NUnit for C# 2005 and Test",1,58,58,58,"FINISHED","PC9","PBC11","Development","Testing",2,7,65,3.5,-5,NA
4984,"Development Licences for YYY ZZZ and XXXX",1,24,58,NA,"FINISHED","PC2","PBC73","Operational","Client Support",0.5,0.75,58,0.75,-0.25,-0.25
4985,"Licence Porting - Problem With Restoring SQL 2005 Licence DB To SQL 2000",2,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",7,1,13,1,6,6
4986,"Continued to add Risk, Section Limit, Schedule and Line to New Declaration Business Type",3,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",5,5.5,42,5.5,-0.5,-0.5
4987,"Get Accounts Importer working for XXXX's split data",1,12,26,NA,"CANCELLED","PC2","PBC73","Development","Enhancement",10,3,26,2,7,8
4987,"Get Accounts Importer working for XXXX's split data",1,12,26,NA,"CANCELLED","PC2","PBC73","Development","Enhancement",10,3,24,1,7,NA
4988,"SCMS Syndicate Specific User List For YYY ZZZ",2,32,13,NA,"FINISHED","PC2","PBC21","Operational","Client Support",0.33,0.33,13,0.33,0,0
4989,"v1.10 Test System Release To Test Users",1,13,13,NA,"FINISHED","PC2","PBC21","Development","Release",0.25,0.25,13,0.25,0,0
4990,"Adding new Risk Business type using new method of One Declaration Table",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",2.5,3,42,3,-0.5,-0.5
4991,"Add Documentation for adding new Risk using Existing Data",4,42,42,42,"COMPLETED","PC2","PBC32","Development","Enhancement",1,1.25,42,1.25,-0.25,-0.25
4992,"Catch all tasks",7,42,42,42,"COMPLETED","PC2","PBC32","Development","Documentation",0.5,0.5,42,0.5,0,0
4993,"Sort out XXXX's LORS Export",1,13,13,NA,"COMPLETED","PC2","PBC53","Development","Enhancement",2,1,13,1,1,1
4994,"Investigate XXXX Layer Refs",2,19,26,NA,"COMPLETED","PC2","PBC53","Development","Business Specification",7,2,26,2,5,5
4996,"v1.10 USM/Risk/RI/SCM Search Field Ordering.Put Back To Original Grouping ",1,29,13,NA,"COMPLETED","PC2","PBC21","Development","Release",0.5,0.5,13,0.5,0,0
4997,"'Deactivated as ambiguous' message being added repeatedly to REF_UWReferenceCorrection",3,26,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,0.5,26,0.5,0.5,0.5
4998,"Backload from XLsior for XXXX USM Splits",2,19,26,NA,"RELEASED","PC2","PBC53","Development","Enhancement",50,114.5,26,114.5,-64.5,-64.5
4999,"Test Systems USM/SCM Validation Process Checks",2,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",2,2,13,2,0,0
5000,"Release Technical Core for .NET 2.0",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Release",1.5,1.43,58,1.43,0.07,0.07
5001,"Release SCMS Binder Management Version Into SourceSafe",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Release",1.5,0.94,58,0.94,0.56,0.56
5002,"Cross Market service meeting",4,46,42,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",1.25,1.25,42,1.25,0,0
5003,"User Test System Queries",1,29,13,NA,"FINISHED","PC2","PBC21","Operational","Client Support",0.5,0.5,13,0.5,0,0
5004,"Updating BizDev 1 to have latest BMS and Database",4,1,42,42,"FINISHED","PC2","PBC32","Development","Enhancement",7,10.75,42,10.75,-3.75,-3.75
5005,"UCM Message Load - LPSO Processing Dates Should Be Last Day of Month",2,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
5006,"XXXX Large Fac Accounts",1,12,24,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",12.5,90.15,24,84.15,-77.65,-71.65
5006,"XXXX Large Fac Accounts",1,12,24,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",12.5,90.15,26,6,-77.65,NA
5007,"Improving FlowLayoutPanel functionality",5,65,65,58,"FINISHED","PC9","PBC7","Development","Bug",10,16,58,1.5,-6,NA
5007,"Improving FlowLayoutPanel functionality",5,65,65,58,"FINISHED","PC9","PBC7","Development","Bug",10,16,65,14.5,-6,-4.5
5008,"Cross Market service meeting",4,46,58,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",1.25,1.25,58,1.25,0,0
5009,"Allow Risk Binder Management To Filter Grid Fields By Business Type",1,42,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,0.25,58,0.25,0.75,0.75
5010,"Release Technical Core after small Grid Bug Fixes",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Release",1,0.85,58,0.85,0.15,0.15
5011,"Provide YYY ZZZ SiP Task System Access",1,46,58,NA,"FINISHED","PC2","PBC32","Operational","Client Support",0.5,0.5,58,0.5,0,0
5012,"Remove Data from Database based on old Adding Dec method",4,42,42,42,"COMPLETED","PC2","PBC32","Development","Enhancement",2,2,42,2,0,0
5014,"XXXX DB Jobs Rescheduling - Warehouse Build Completing After 9am.",1,13,13,NA,"FINISHED","PC2","PBC53","Operational","Client Support",0.5,0.5,13,0.5,0,0
5016,"XXXX has unlinked USMs",1,26,26,NA,"COMPLETED","PC2","PBC53","Operational","Client Support",1,0.5,26,0.5,0.5,0.5
5017,"Look Into Test System Validation Issues Flagged By User. See Plan",2,7,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,2,13,2,0,0
5018,"Develop Distribution List Manager Component For Diary Eventing",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",14,33.5,58,33.5,-19.5,-19.5
5019,"Clean database of all un-used reference and META data",5,1,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",3.5,5,42,5,-1.5,-1.5
5020,"Exec XL Split Proc By YYY ZZZ And Test On XXXX Test.",2,26,13,NA,"FINISHED","PC2","PBC42","Development","Release",0.15,0.15,13,0.15,0,0
5021,"Create A New XXXX Licence",1,24,58,NA,"FINISHED","PC2","PBC73","Operational","Client Support",0.5,0.5,58,0.5,0,0
5022,"Release Technical Core for the DistributionListManager",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Release",1,0.75,58,0.75,0.25,0.25
5023,"XXXX Format Triangle sometimes not showing latest month's figures",1,26,26,NA,"COMPLETED","PC2","PBC53","Development","Bug",2,2,26,2,0,0
5026,"BMS Changes from Spec by YYY ZZZ - Task broken down to individual tasks",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,11.5,42,10,-4.5,-3
5026,"BMS Changes from Spec by YYY ZZZ - Task broken down to individual tasks",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",7,11.5,58,1.5,-4.5,NA
5027,"XXXX/XXXX/XXXX/XXXX Test System USM Validation Checks",2,13,13,NA,"FINISHED","PC2","PBC21","Development","Testing",1,1,13,1,0,0
5028,"Move Up XXXX Dev Warehouse To Production Test Environment - Test Build",1,13,13,NA,"FINISHED","PC2","PBC73","Development","Release",3.5,5.25,13,5.25,-1.75,-1.75
5029,"SCM Supersearch rounding issue",2,12,24,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",2.3,2,24,1,0.3,1.3
5029,"SCM Supersearch rounding issue",2,12,24,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",2.3,2,26,1,0.3,NA
5030,"Correcting broker orders on XXXX",1,26,24,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,24,0.5,0,0.5
5030,"Correcting broker orders on XXXX",1,26,24,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,26,0.5,0,NA
5032,"Extract  XLSIOR UW_Refs From SCMS For XXXX To Correct Their XLSIOR List",1,46,26,NA,"COMPLETED","PC2","PBC53","Operational","Client Support",3,1.25,26,1,1.75,2
5032,"Extract  XLSIOR UW_Refs From SCMS For XXXX To Correct Their XLSIOR List",1,46,26,NA,"COMPLETED","PC2","PBC53","Operational","Client Support",3,1.25,13,0.25,1.75,NA
5033,"XXXX USM Message Load --Msg 239 Additional Control Check Error",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Testing",0.5,1,26,0.5,-0.5,NA
5033,"XXXX USM Message Load --Msg 239 Additional Control Check Error",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Testing",0.5,1,13,0.5,-0.5,0
5034,"Risk Code Query - Run And Return Results For YYY ZZZ, YYY ZZZ At SiP Office",1,42,13,NA,"COMPLETED","PC2","PBC21","Operational","In House Support",0.15,0.15,13,0.15,0,0
5035,"Applied new Core to BMS (local and BizDev1 - including uploading new database)",5,58,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",1,3.25,42,3.25,-2.25,-2.25
5036,"Creating Specification for new Business Object - Affiliates",7,58,42,58,"CANCELLED","PC9","PBC24","Development","Enhancement",7,19,42,19,-12,-12
5037,"XXXX v1.10 Validation Runs - Test And Convert XXXX Specific SPs To v1.10",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Release",2,2,13,2,0,0
5038,"XXXX USM Validation Errors - Invalid PA Treaty UW Ref Fix.",2,13,13,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,13,1,0,0
5039,"Testing autocorrections using claim reference stored on USM data",1,12,24,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",21,34,24,34,-13,-13
5040,"Specifying The New Affiliate Business Object To Hold CoverHolder Documents Against",3,58,42,NA,"FINISHED","PC2","PBC32","Development","Documentation",4.5,4.5,58,4.5,0,NA
5041,"Daily Server Checks - Week 10",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2,43,2,0.5,0.5
5042,"Catching up on return from Hols",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2,1.5,43,1.5,0.5,0.5
5043,"USM Validation to check Splits for validity",2,13,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3,4,26,4,-1,-1
5044,"Create SiP Remaining Task list for CMS IT Meeting on 02/03/06",7,46,42,NA,"FINISHED","PC2","PBC32","Development","Documentation",0.5,0.75,42,0.75,-0.25,-0.25
5045,"Investigate RIS Image Deployment",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",20,19.75,43,19.75,0.25,0.25
5046,"Confirm new licence rules for Microsoft Partner Program",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2,1.25,43,1.25,0.75,0.75
5047,"v1.10 USM Search Totals Bug Where USM Split Amounts Exist",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",0.5,0.5,13,0.5,0,0
5049,"Look Into Test System Split Errors Flagged By User. See Plan",2,7,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,12,42,4,-7,NA
5049,"Look Into Test System Split Errors Flagged By User. See Plan",2,7,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,12,13,8,-7,-3
5051,"CMS IT Meeting",7,46,42,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",1,1.5,42,1.5,-0.5,-0.5
5052,"Minor Admin / Management Tasks - March",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",30,20,43,20,10,10
5053,"MOA Change values in Drop Down Box",4,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.05,42,0.05,0.45,0.45
5054,"Rename Area to Domicile in Section",6,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.05,42,0.05,0.45,0.45
